Packet Length Min,Fwd Packet Length Min,Avg Fwd Segment Size,Packet Length Max,Fwd Packets Length Total,Avg Packet Size,Fwd Packet Length Mean,Fwd Packet Length Max,Packet Length Mean,Flow Bytes/s,Subflow Fwd Bytes,Bwd Packets/s,Fwd Act Data Packets,Flow Packets/s,Flow IAT Std,Fwd Packets/s,Flow IAT Max,ACK Flag Count,Fwd IAT Max,Flow IAT Mean,Flow Duration,Fwd IAT Std,Init Fwd Win Bytes,Fwd IAT Mean,Total Fwd Packets,Idle Std,Bwd IAT Max,Fwd IAT Total,Packet Length Variance,Idle Max,label
0.0543478260869565,0.0375410605349601,0.1260243404587458,0.0115911485774499,0.0002986948606667,0.1034996460493951,0.1260243404587458,0.0136986301369863,0.0955816635400386,0.0292247744052502,0.0002986948606667,0.0,0.0005861664712778,0.0566037655848278,1.8130193951898265e-07,0.0566037714374805,3.417965066146169e-07,0.0,3.501330038570652e-07,8.759488550303982e-08,4.333378797699219e-07,1.817747899580933e-07,0.0,9.410531552639113e-08,0.0001269255177984,0.0,0.0,4.416712894928301e-07,0.0004174825582183,0.0,DrDoS_NTP
0.0040760869565217,0.002815579540122,0.0019898580072433,0.0001580611169652,4.716234642105914e-06,0.001596851670128,0.0019898580072433,0.0001867995018679,0.0014910739421238,4.81107218635418e-10,4.716234642105914e-06,1.686166226863861e-08,0.0005861664712778,5.0535736887908466e-08,0.0921860984004683,4.8464966342154386e-08,0.1394452801091147,1.0,0.1394452872831293,0.0891019398315782,0.4942229518891369,0.0958355280395389,0.0891265869140625,0.1053023022001687,0.0001269255177984,0.0453230659385528,8.480096670388411e-09,0.4942229395334338,0.0,0.1403049442067539,Syn
0.2989130434782608,0.2064758329422806,0.1459229205311793,0.0115911485774499,0.0048420008992287,0.1099461984771118,0.1459229205311793,0.0136986301369863,0.1093454224224127,0.0073719012484362,0.0048420008992287,0.0,0.0088990727912181,0.0123311718945985,1.570950283153675e-06,0.0123311785701842,9.578638685370605e-06,0.0,9.586975105610116e-06,3.918343627259468e-07,2.837529770416508e-05,1.5750474512985993e-06,0.0,3.98344790768568e-07,0.0019269601338487,0.0,0.0,2.838363041533168e-05,0.0,0.0,DrDoS_NTP
0.3505434782608695,0.2421398404504927,0.1711277886229285,0.0135932560590094,0.000135198726407,0.1602174559960227,0.1711277886229285,0.0160647571606475,0.1282323590226476,2.3376749671790437e-07,0.000135198726407,0.0,0.0001598635830757,3.2495572966778424e-07,0.0254324531254002,3.3131578378769774e-07,0.0250017808848469,0.0,0.0250017890129197,0.0195252826055782,0.0249925705470526,0.025498783064616,0.0,0.0195252889888908,3.461605030865978e-05,0.0,0.0,0.0249925782556524,0.0,0.0,TFTP
0.0543478260869565,0.0375410605349601,0.1061257603863122,0.0115911485774499,0.0001257662571228,0.0977036707828194,0.1061257603863122,0.0136986301369863,0.0837841537597196,0.0123051681706316,0.0001257662571228,0.0,0.0002664393051262,0.0283018785523727,2.669414878325074e-07,0.02830188465873,3.50133006775949e-07,0.0,3.5846950394890004e-07,2.005212648699085e-07,4.333378797699219e-07,2.676376932899522e-07,0.0,2.0703169415806045e-07,5.7693417181099634e-05,0.0,0.0,4.416712894928301e-07,0.0007048406473632,0.0,DrDoS_NTP
0.0230978260869565,0.015954950727358,0.0112758620410456,0.0020811380400421,4.454221606433364e-06,0.0161459451778937,0.0112758620410456,0.0010585305105853,0.0129226408317396,3.6862571115402687e-06,4.454221606433364e-06,4.801920700073242e-05,5.328786102525844e-05,4.801072800784824e-05,0.0001765472758273,2.400748353069606e-05,0.0001735659333589,0.0,2.5009500275504656e-08,0.0001355732003449,0.0001735351540063,0.0,0.0,5.859387359645212e-08,1.1538683436219929e-05,0.0,8.480096670388411e-09,2.5000261669405472e-08,1.3876550370438796e-05,0.0,Benign
0.0040760869565217,0.002815579540122,0.0019898580072433,0.0001580611169652,3.1441564280706093e-06,0.0016766943069351,0.0019898580072433,0.0001867995018679,0.0014910739421238,4.0266343500805186e-10,3.1441564280706093e-06,0.0,0.0003730150271768,4.091329934801917e-08,0.1066196433267382,4.727336145714945e-08,0.1206090663690869,1.0,0.1206090737001295,0.1129780645694723,0.3374306568766417,0.1068977161664366,0.0891265869140625,0.1129780703443671,8.077078405353949e-05,0.0199673075212546,0.0,0.3374306651076281,0.0,0.1213526085106517,Syn
0.218070652173913,0.1506335053965274,0.1200879327613247,0.0105637513171759,0.0004743746010851,0.0939321395457461,0.1200879327613247,0.0124844333748443,0.0894999372045275,2.491846507562265e-06,0.0004743746010851,0.0,0.0010124693594799,5.056416479618129e-06,0.0008264788723907,5.062776573723811e-06,0.0009236341988746,0.0,0.0009236425276748,0.0010147849128747,0.0082266363111259,0.0008286343975812,0.0,0.0010147914166986,0.0002192349852881,0.0,0.0,0.0082266444388784,2.1533861036504905e-05,0.0,UDP
0.0040760869565217,0.002815579540122,0.0019898580072433,0.0001580611169652,3.1441564280706093e-06,0.0016145945177893,0.0019898580072433,0.0001867995018679,0.0014910739421238,4.4824989220825274e-10,3.1441564280706093e-06,3.665687888860702e-08,0.0003730150271768,4.650523814533057e-08,0.1457419398883667,3.45368583953177e-08,0.2536842599749246,1.0,0.2536846330025899,0.0968752277633398,0.454671570262558,0.1731964256850782,0.0891265869140625,0.1522325086154478,8.077078405353949e-05,0.1647042699327365,0.0653191233371039,0.4546715588956498,0.0,0.2552481873594986,Syn
0.3505434782608695,0.2421398404504927,0.1711277886229285,0.0135932560590094,0.000135198726407,0.1602174559960227,0.1711277886229285,0.0160647571606475,0.1282323590226476,2.337103759275965e-07,0.000135198726407,0.0,0.0001598635830757,3.248742550514605e-07,0.0254386826606517,3.312343042381171e-07,0.0250078998759653,0.0,0.0250079080039871,0.0195300543441903,0.0249986789444732,0.0255050288470102,0.0,0.0195300607274718,3.461605030865978e-05,0.0,0.0,0.0249986866529203,0.0,0.0,TFTP
