Packet Length Min,Fwd Packet Length Min,Avg Fwd Segment Size,Packet Length Max,Fwd Packets Length Total,Avg Packet Size,Fwd Packet Length Mean,Fwd Packet Length Max,Packet Length Mean,Flow Bytes/s,Subflow Fwd Bytes,Bwd Packets/s,Fwd Act Data Packets,Flow Packets/s,Flow IAT Std,Fwd Packets/s,Flow IAT Max,ACK Flag Count,Fwd IAT Max,Flow IAT Mean,Flow Duration,Fwd IAT Std,Init Fwd Win Bytes,Fwd IAT Mean,Total Fwd Packets,Idle Std,Bwd IAT Max,Fwd IAT Total,Packet Length Variance,Idle Max,label
0.25,0.1726888784608165,0.1450385425682738,0.0115911485774499,0.0015469249626107,0.110657222869533,0.1450385425682738,0.0136986301369863,0.108694768803452,0.0022641092662813,0.0015469249626107,0.0,0.0028242566343386,0.0038103217808492,1.1002086459235511e-06,0.003810328210323,2.017433039042373e-06,0.0,2.025769522315877e-06,1.2991380362359426e-06,2.9516976348943527e-05,1.1030780809815462e-06,0.0,1.305648458371626e-06,0.0006115502221196,0.0,0.0,2.9525309031567866e-05,4.226196233485364e-06,0.0,DrDoS_NTP
0.3505434782608695,0.2421398404504927,0.1711277886229285,0.0135932560590094,0.000135198726407,0.1602174559960227,0.1711277886229285,0.0160647571606475,0.1282323590226476,2.3235296185832118e-07,0.000135198726407,0.0,0.0001598635830757,3.2293809853312946e-07,0.0255867355616667,3.292981665577734e-07,0.0251536302352856,0.0,0.0251536383620924,0.0196441500445881,0.0251447221433764,0.0256534678822246,0.0,0.0196441564271268,3.461605030865978e-05,0.0,0.0,0.0251447298481724,0.0,0.0,TFTP
0.3505434782608695,0.2421398404504927,0.1711277886229285,0.0135932560590094,0.000135198726407,0.1602174559960227,0.1711277886229285,0.0160647571606475,0.1282323590226476,2.3214746075811722e-07,0.000135198726407,0.0,0.0001598635830757,3.226449806822909e-07,0.025609946226167,3.290050309141466e-07,0.0251762638332236,0.0,0.0251762719598418,0.0196615389973967,0.0251669807102392,0.0256767390820557,0.0,0.0196615453798222,3.461605030865978e-05,0.0,0.0,0.0251669884144787,0.0,0.0,TFTP
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6709877014160155e-05,0.0,1.7798104943656285e-05,0.0004570476548559,4.449526316838991e-06,0.000455498032315,0.0,0.0,0.0003656127400454,0.0004679882433099,0.0,0.250640869140625,0.0,0.0,0.0,1.286430664897922e-05,0.0,0.0,0.0,Benign
0.0040760869565217,0.002815579540122,0.0019898580072433,0.0001580611169652,3.1441564280706093e-06,0.0016145945177893,0.0019898580072433,0.0001867995018679,0.0014910739421238,4.944707085454857e-10,3.1441564280706093e-06,4.0436714887619016e-08,0.0003730150271768,5.217499166411112e-08,0.1142912948749795,3.831669440234303e-08,0.157727841863928,1.0,0.15772784888553,0.0878197789155476,0.4121709910273142,0.1314970715913851,0.0891265869140625,0.1380022442234839,8.077078405353949e-05,0.0358408458042879,0.4194247672281305,0.4121701473808759,0.0,0.1587002147501974,Syn
0.3505434782608695,0.2421398404504927,0.1711277886229285,0.0135932560590094,0.0002027980896105,0.1495362922629545,0.1711277886229285,0.0160647571606475,0.1282323590226476,1.752661306142551e-07,0.0002027980896105,0.0,0.0002664393051262,2.415119199441161e-07,0.0241355494434669,2.478719780354244e-07,0.0250105925655174,0.0,0.0250106006935167,0.0234382925940433,0.0500021162722032,0.0241984969507181,0.0,0.0234382989518806,5.7693417181099634e-05,0.0,0.0,0.0500021233555577,0.0,0.0,TFTP
0.3505434782608695,0.2421398404504927,0.1711277886229285,0.0135932560590094,0.000135198726407,0.1602174559960227,0.1711277886229285,0.0160647571606475,0.1282323590226476,2.335464160140801e-07,0.000135198726407,0.0,0.0001598635830757,3.24640389746477e-07,0.0254565413961044,3.31000445413845e-07,0.0250254565453051,0.0,0.0250254646731805,0.0195437653107011,0.0250162291286039,0.0255229341595206,0.0,0.0195437716938934,3.461605030865978e-05,0.0,0.0,0.0250162368366122,0.0,0.0,TFTP
0.3505434782608695,0.2421398404504927,0.1711277886229285,0.0135932560590094,0.000135198726407,0.1602174559960227,0.1711277886229285,0.0160647571606475,0.1282323590226476,2.3368381219409521e-07,0.000135198726407,0.0,0.0001598635830757,3.2483636569482725e-07,0.0254410272278536,3.31196425486282e-07,0.0250103841530134,0.0,0.0250103922810144,0.0195322748078729,0.025001520640954,0.0255073795290371,0.0,0.01953228119114,3.461605030865978e-05,0.0,0.0,0.02500152834933,0.0,0.0,TFTP
0.2989130434782608,0.2064758329422806,0.1459229205311793,0.0115911485774499,0.0057642867847961,0.1098421100732104,0.1459229205311793,0.0136986301369863,0.1093454224224127,0.0174191750278706,0.0057642867847961,0.0,0.0106042843440264,0.0291375209045353,2.8993405180200217e-07,0.0291375272386265,1.325503525651807e-06,0.0,1.3338400146935816e-06,1.619101511044866e-07,1.4291816611642618e-05,2.90690223766138e-07,0.0,1.684205806440135e-07,0.0022961980038077,0.0,0.0,1.4300149674899933e-05,0.0,0.0,DrDoS_NTP
0.3505434782608695,0.2421398404504927,0.1711277886229285,0.0135932560590094,0.000135198726407,0.1602174559960227,0.1711277886229285,0.0160647571606475,0.1282323590226476,2.3363467352412325e-07,0.000135198726407,0.0,0.0001598635830757,3.247662764285364e-07,0.0254469244477852,3.311263304238775e-07,0.0250160029541221,0.0,0.0250160110820763,0.0195363824825799,0.0250067790294566,0.0255132921294055,0.0,0.0195363888658202,3.461605030865978e-05,0.0,0.0,0.0250067867377011,0.0,0.0,TFTP
